KO_Class,KO_Subclass1,KO_Subclass2,KO_Number,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K13375,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K13376,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K13377,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K03990,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K04011,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K06461,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K06464,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K06856,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K06498,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K06472,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K16824,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K06463,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K01404,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K06483,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K05719,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K11987,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K19662,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K08011,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K08010,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K08012,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K21421,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K08009,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K04371,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K04375,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K04379,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K04448,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K04441,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K04687,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K05132,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K05133,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K11217,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K04447,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K11220,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K06752,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K13536,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K13537,,,,,,,,
Human Diseases,Infectious diseases,05140 Leishmaniasis [PATH:ko05140],K05697,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K10160,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K05842,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K13729,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K10159,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K10169,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K10161,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04729,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04730,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04733,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K03175,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04430,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04440,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04371,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04441,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04379,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04448,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K07210,,gamma,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04467,,alpha,[EC:2.7.11.10],,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K07209,,[EC:2.7.11.10],,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04734,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K02580,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04735,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K05415,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K12499,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K14624,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K03156,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K05406,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K05425,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K05405,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K10030,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K05408,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04519,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K03456,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04354,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04382,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04687,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K05132,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K05133,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K03158,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K13241,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K03990,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K08057,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K03986,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K03987,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K03988,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K08571,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K05443,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K13375,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K13376,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K13377,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K01283,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K03916,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04634,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04635,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04636,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04637,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K05858,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K01354,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04630,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04534,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04632,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04633,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K08041,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K02649,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K00922,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04456,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04388,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04674,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04500,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K03982,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04389,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04390,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K02373,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04398,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K04724,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K10784,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K10785,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K06450,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K06451,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K06452,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K06453,,,,,,,,
Human Diseases,Infectious diseases,05142 Chagas disease (American trypanosomiasis) [PATH:ko05142],K05429,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K14473,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K06856,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K10161,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K04729,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K14474,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K01404,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K01392,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K01354,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K13537,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K14475,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K08757,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K14477,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K13822,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K13823,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K14478,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K05443,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K05406,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K05425,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K05482,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K04687,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K03156,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K04519,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K05405,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K04389,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K04390,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K14479,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K06527,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K06494,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K06490,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K06241,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K00463,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K04234,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K04634,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K05858,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K02677,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K19662,,,,,,,,
Human Diseases,Infectious diseases,05143 African trypanosomiasis [PATH:ko05143],K19663,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18093,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K09476,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K09475,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K08720,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18133,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K08218,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K01207,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K17850,,beta-lactamase,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K01467,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K15580,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K15581,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K15582,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K15583,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K10823,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K02172,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K02171,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18766,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K17836,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K02547,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K02546,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K02545,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18072,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18073,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18148,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18129,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18094,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18095,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18130,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18150,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18131,,resistance,operon,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18135,,resistance,operon,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18136,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18137,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K03585,,efflux,system,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18138,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18139,,membrane,"protein,",multidrug,efflux,system,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18143,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18144,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18145,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18146,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18147,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K12340,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18104,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18149,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K12552,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K12553,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K05366,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K03693,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K12555,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K00687,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K12556,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K05515,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K03587,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18698,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18699,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18767,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18796,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18797,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18768,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18795,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19218,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19217,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18970,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19097,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19316,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19317,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K17837,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18782,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18781,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18780,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19099,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19216,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19095,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19096,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19100,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19101,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19214,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19215,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K20319,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K20320,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K17838,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18790,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18791,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19098,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18792,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19213,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K21276,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18793,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18971,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19209,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18976,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18973,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18794,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K18972,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K21277,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19210,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19211,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19212,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19319,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19320,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19318,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19321,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K19322,,,,,,,,
Human Diseases,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501],K21266,,,,,,,,
Human Diseases,Drug resistance,01502 Vancomycin resistance [PATH:ko01502],K18345,,VanS,[EC:2.7.13.3],,,,,
Human Diseases,Drug resistance,01502 Vancomycin resistance [PATH:ko01502],K18350,,VanS,[EC:2.7.13.3],,,,,
Human Diseases,Drug resistance,01502 Vancomycin resistance [PATH:ko01502],K18351,,,,,,,,
Human Diseases,Drug resistance,01502 Vancomycin resistance [PATH:ko01502],K18344,,,,,,,,
Human Diseases,Drug resistance,01502 Vancomycin resistance [PATH:ko01502],K18349,,,,,,,,
Human Diseases,Drug resistance,01502 Vancomycin resistance [PATH:ko01502],K18352,,,,,,,,
Human Diseases,Drug resistance,01502 Vancomycin resistance [PATH:ko01502],K08641,,,,,,,,
Human Diseases,Drug resistance,01502 Vancomycin resistance [PATH:ko01502],K01921,,,,,,,,
Human Diseases,Drug resistance,01502 Vancomycin resistance [PATH:ko01502],K01775,,,,,,,,
Human Diseases,Drug resistance,01502 Vancomycin resistance [PATH:ko01502],K18347,,,,,,,,
